site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
RG22,1992-09-21,08:05,4.44,NA,12.9,NA,NA,NA,NA,NA,NA,RG22_19920921_0805,1992,0.03,0.01,0.08,0.07,NA,NA,NA,0.12,1.7,0.95,0.1,0.012,NA,NA,NA,0.05,NA,NA,NA,50.4,53.5,-6,NA,NA,-3.1,NA,NA
RG1,1992-09-28,09:45,4.55,NA,13.1,NA,NA,NA,NA,NA,NA,RG1_19920928_0945,1992,0.01,0.02,0.01,0.11,NA,NA,NA,0.1,1.1,0.87,0.22,0.003,0,NA,NA,0.05,NA,NA,NA,41.8,43.1,-3.1,NA,NA,-1.3,NA,NA
RG11,1992-09-28,09:10,4.58,NA,12.7,NA,NA,NA,NA,NA,NA,RG11_19920928_0910,1992,0.01,0.01,0.03,0.11,NA,NA,NA,0.08,1.1,0.84,0.18,0.004,NA,NA,NA,0.05,NA,NA,NA,38.5,41.5,-7.5,NA,NA,-3,NA,NA
RG22,1992-09-28,08:30,4.61,NA,12.8,NA,NA,NA,NA,NA,NA,RG22_19920928_0830,1992,0.02,0.01,0.03,0.1,NA,NA,NA,0.09,1,0.91,0.19,0.013,NA,NA,NA,0.05,NA,NA,NA,36.5,40.8,-11.1,NA,NA,-4.3,NA,NA
RG1,1992-10-13,09:10,4.41,NA,18.4,NA,NA,NA,NA,970,NA,RG1_19921013_0910,1992,0.11,0.08,0.23,0.45,NA,NA,NA,0.19,1.7,1.52,0.79,0.021,0,NA,NA,0.05,NA,NA,NA,87.8,82.1,6.7,NA,NA,5.7,NA,NA
RG11,1992-10-13,08:35,4.5,NA,17.5,NA,NA,NA,NA,NA,NA,RG11_19921013_0835,1992,0.12,0.08,0.44,0.38,NA,NA,NA,0.12,1.5,1.35,0.68,0.012,NA,NA,NA,0.1,NA,NA,NA,79.5,72.1,9.8,NA,NA,7.4,NA,NA
RG22,1992-10-13,07:50,4.53,NA,19.2,NA,NA,NA,NA,NA,NA,RG22_19921013_0750,1992,0.07,0.09,0.05,0.59,NA,NA,NA,0.29,1.7,1.78,0.96,0.007,NA,NA,NA,0.05,NA,NA,NA,83.4,91.1,-8.8,NA,NA,-7.7,NA,NA
RG1,1992-10-19,15:55,3.86,NA,64.9,NA,NA,NA,NA,969,NA,RG1_19921019_1555,1992,0.24,0.06,0.23,0.11,NA,NA,NA,0.61,4.9,5.86,0.32,0.016,0,NA,NA,0.05,NA,NA,NA,200.3,205.3,-2.5,NA,NA,-5,NA,NA
RG11,1992-10-19,15:30,3.86,NA,61.1,NA,NA,NA,NA,NA,NA,RG11_19921019_1530,1992,0.21,0.05,0.005,0.06,NA,NA,NA,0.56,4.9,5.61,0.27,0.019,NA,NA,NA,0.05,NA,NA,NA,187.2,199.9,-6.6,NA,NA,-12.7,NA,NA
RG22,1992-10-19,15:15,3.8,NA,71,NA,NA,NA,NA,NA,NA,RG22_19921019_1515,1992,0.22,0.04,0.06,0.09,NA,NA,NA,0.66,5.2,6.65,0.32,0.01,NA,NA,NA,0.05,NA,NA,NA,214.8,224.2,-4.3,NA,NA,-9.4,NA,NA
RG1,1992-10-26,09:50,4.19,NA,28.8,NA,NA,NA,NA,NA,NA,RG1_19921026_0950,1992,0.08,0.02,0.05,0.07,NA,NA,NA,0.43,2.3,2.5,0.12,0.019,0,NA,NA,0.05,NA,NA,NA,99.2,91.5,8.1,NA,NA,7.7,NA,NA
RG11,1992-10-26,09:20,4.19,NA,28.5,NA,NA,NA,NA,NA,NA,RG11_19921026_0920,1992,0.07,0.02,0.005,0.07,NA,NA,NA,0.35,2.2,2.45,0.13,0.015,NA,NA,NA,0.1,NA,NA,NA,93.1,88.9,4.6,NA,NA,4.2,NA,NA
RG22,1992-10-26,08:45,4.21,NA,26.7,NA,NA,NA,NA,NA,NA,RG22_19921026_0845,1992,0.07,0.02,0.05,0.06,NA,NA,NA,0.36,2.2,2.66,0.13,0.013,NA,NA,NA,0.05,NA,NA,NA,90.6,92.3,-1.9,NA,NA,-1.7,NA,NA
RG1,1992-11-02,10:15,4.06,NA,54.7,NA,NA,NA,NA,955,NA,RG1_19921102_1015,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG11,1992-11-02,10:15,4.01,NA,52,NA,NA,NA,NA,955,NA,RG11_19921102_1015,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG22,1992-11-02,09:15,3.91,NA,57.3,NA,NA,NA,NA,955,NA,RG22_19921102_0915,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1,1992-11-09,08:35,4.6,NA,9.9,NA,NA,NA,NA,NA,NA,RG1_19921109_0835,1992,0.01,0.005,0.01,0.01,NA,NA,NA,0.09,0.7,0.77,0.005,0.005,0,NA,NA,0.05,NA,NA,NA,32.6,27.1,18.4,NA,NA,5.5,NA,NA
RG11,1992-11-09,08:10,4.61,NA,10.8,NA,NA,NA,NA,NA,NA,RG11_19921109_0810,1992,0.03,0.01,0.03,0.02,NA,NA,NA,0.09,0.7,0.74,0.02,0.004,NA,NA,NA,0.05,NA,NA,NA,34.3,27,23.8,NA,NA,7.3,NA,NA
RG22,1992-11-09,09:00,4.6,NA,9.2,NA,NA,NA,NA,NA,NA,RG22_19921109_0900,1992,0.01,0.005,0.01,0.01,NA,NA,NA,0.08,0.6,0.67,0.005,0.004,NA,NA,NA,0.05,NA,NA,NA,31.2,23.4,28.6,NA,NA,7.8,NA,NA
RG1,1992-11-16,11:10,4.31,NA,21.4,NA,NA,NA,NA,NA,NA,RG1_19921116_1110,1992,0.03,0.02,0.01,0.11,NA,NA,NA,0.16,1.7,1.25,0.22,5e-4,0,NA,NA,0.05,NA,NA,NA,66.9,61.7,8.1,NA,NA,5.2,NA,NA
RG11,1992-11-16,10:35,4.33,NA,20.6,NA,NA,NA,NA,NA,NA,RG11_19921116_1035,1992,0.05,0.02,0.01,0.1,NA,NA,NA,0.16,1.7,1.21,0.24,0.002,NA,NA,NA,0.05,NA,NA,NA,65.2,61.6,5.7,NA,NA,3.6,NA,NA
RG22,1992-11-16,09:40,4.29,NA,22.3,NA,NA,NA,NA,NA,NA,RG22_19921116_0940,1992,0.03,0.02,0.01,0.15,NA,NA,NA,0.17,1.9,1.47,0.27,5e-4,NA,NA,NA,0.05,NA,NA,NA,70.6,70.8,-0.3,NA,NA,-0.2,NA,NA
RG1,1992-11-24,11:55,4.46,NA,14.7,NA,NA,NA,NA,NA,NA,RG1_19921124_1155,1992,0.005,0.005,0.005,0.04,NA,NA,NA,0.09,1.1,1.02,0.08,5e-4,0,NA,NA,0.05,NA,NA,NA,43,41.6,3.3,NA,NA,1.4,NA,NA
RG11,1992-11-24,11:35,4.47,NA,14.9,NA,NA,NA,NA,NA,NA,RG11_19921124_1135,1992,0.01,0.005,0.005,0.04,NA,NA,NA,0.1,1.1,1.02,0.07,5e-4,NA,NA,NA,0.05,NA,NA,NA,43.1,41.3,4.3,NA,NA,1.8,NA,NA
RG22,1992-11-24,08:55,4.42,NA,15.8,NA,NA,NA,NA,NA,NA,RG22_19921124_0855,1992,0.005,0.005,0.005,0.06,NA,NA,NA,0.09,1.1,1.11,0.12,5e-4,NA,NA,NA,0.05,NA,NA,NA,46.4,44.1,5.1,NA,NA,2.3,NA,NA
RG1,1992-11-30,09:35,4.42,NA,14.2,NA,NA,NA,NA,NA,NA,RG1_19921130_0935,1992,0.02,0.005,0.01,0.02,NA,NA,NA,0.08,1.1,0.89,0.04,5e-4,0,NA,NA,0.05,NA,NA,NA,45.8,38.3,17.8,NA,NA,7.5,NA,NA
RG11,1992-11-30,09:05,4.43,NA,14.2,NA,NA,NA,NA,NA,NA,RG11_19921130_0905,1992,0.01,0.005,0.005,0.01,NA,NA,NA,0.06,1.1,0.88,0.03,5e-4,NA,NA,NA,0.05,NA,NA,NA,42.8,37.9,12.1,NA,NA,4.9,NA,NA
RG22,1992-11-30,08:20,4.41,NA,14.7,NA,NA,NA,NA,NA,NA,RG22_19921130_0820,1992,0.01,0.005,0.005,0.01,NA,NA,NA,0.08,1.1,1.06,0.03,5e-4,NA,NA,NA,0.05,NA,NA,NA,44.8,40.8,9.3,NA,NA,4,NA,NA
RG1,1992-12-07,16:00,4.01,NA,54.4,NA,NA,NA,NA,955,NA,RG1_19921207_1600,1992,0.29,0.07,0.34,0.12,NA,NA,NA,0.78,3.9,6.13,0.41,0.01,0,NA,NA,0.05,NA,NA,NA,175.9,191.4,-8.4,NA,NA,-15.5,NA,NA
RG11,1992-12-07,15:50,4.02,NA,46.7,NA,NA,NA,NA,955,NA,RG11_19921207_1550,1992,0.19,0.02,0.03,0.1,NA,NA,NA,0.73,1.8,3.49,0.22,0.003,NA,NA,NA,0.05,NA,NA,NA,153,99.8,42.1,NA,NA,53.2,NA,NA
RG22,1992-12-07,15:20,4.1,NA,40.8,NA,NA,NA,NA,955,NA,RG22_19921207_1520,1992,NA,NA,0.06,0.27,NA,NA,NA,0.95,3,5.66,0.48,0.02,NA,NA,NA,NA,NA,NA,NA,NA,167.1,NA,NA,NA,NA,NA,NA
RG1,1992-12-21,10:20,4.35,NA,19.3,NA,NA,NA,NA,NA,NA,RG1_19921221_1020,1992,0.03,0.01,0.02,0.06,NA,NA,NA,0.2,1.6,1.48,0.09,5e-4,0,NA,NA,0.05,NA,NA,NA,62,59.6,3.9,NA,NA,2.4,NA,NA
RG11,1992-12-21,09:50,4.38,NA,19.2,NA,NA,NA,NA,NA,NA,RG11_19921221_0950,1992,0.04,0.01,0.05,0.07,NA,NA,NA,0.18,1.6,1.48,0.1,5e-4,NA,NA,NA,0.05,NA,NA,NA,59.7,59.9,-0.3,NA,NA,-0.2,NA,NA
RG22,1992-12-21,09:25,4.35,NA,19.1,NA,NA,NA,NA,NA,NA,RG22_19921221_0925,1992,0.03,0.01,0.01,0.08,NA,NA,NA,0.02,1.6,1.6,0.11,5e-4,NA,NA,NA,0.05,NA,NA,NA,51.8,62.1,-18.1,NA,NA,-10.3,NA,NA
RG1,1992-12-28,10:30,3.97,NA,72,NA,NA,NA,NA,955,NA,RG1_19921228_1030,1992,0.55,0.12,0.09,0.82,NA,NA,NA,0.98,5.1,7.31,1.17,0.008,0,NA,NA,0.1,NA,NA,NA,237.6,256.8,-7.8,NA,NA,-19.2,NA,NA
RG11,1992-12-28,09:55,3.99,NA,101.8,NA,NA,NA,NA,955,NA,RG11_19921228_0955,1992,0.44,0.09,0.06,0.63,NA,NA,NA,0.75,4.1,6.26,0.96,0.007,NA,NA,NA,0.1,NA,NA,NA,203,213.1,-4.9,NA,NA,-10.1,NA,NA
RG22,1992-12-28,09:30,3.92,NA,68.9,NA,NA,NA,NA,955,NA,RG22_19921228_0930,1992,0.52,0.12,0.07,1.16,NA,NA,NA,1.1,5.6,7.53,1.63,0.022,NA,NA,NA,0.03,NA,NA,NA,269.2,283.7,-5.2,NA,NA,-14.5,NA,NA
RG1,1993-01-04,16:05,4.4,NA,16.5,NA,NA,NA,NA,NA,NA,RG1_19930104_1605,1992,0.03,0.01,0.02,0.1,NA,NA,NA,0.11,1.2,1.37,0.15,5e-4,0,NA,NA,0.05,NA,NA,NA,53.9,51.2,5.1,NA,NA,2.7,NA,NA
RG11,1993-01-04,15:50,4.4,NA,16.1,NA,NA,NA,NA,NA,NA,RG11_19930104_1550,1992,0.02,0.01,0.01,0.07,NA,NA,NA,0.11,1.2,1.3,0.13,5e-4,NA,NA,NA,0.05,NA,NA,NA,51.9,49.6,4.5,NA,NA,2.3,NA,NA
RG22,1993-01-04,15:10,4.35,NA,16.8,NA,NA,NA,NA,NA,NA,RG22_19930104_1510,1992,0.01,0.01,0.01,0.12,NA,NA,NA,0.12,1.2,1.47,0.16,5e-4,NA,NA,NA,0.05,NA,NA,NA,58.1,53.1,9,NA,NA,5,NA,NA
RG1,1993-01-11,10:55,4.8,NA,7,NA,NA,NA,NA,955,NA,RG1_19930111_1055,1992,NA,NA,0.01,0.07,NA,NA,NA,0.02,0.4,1.04,0.15,5e-4,0,NA,NA,0.05,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA
RG11,1993-01-11,10:25,4.87,NA,6,NA,NA,NA,NA,955,NA,RG11_19930111_1025,1992,NA,NA,0.02,0.06,NA,NA,NA,0.08,0.3,0.75,0.11,0.005,NA,NA,NA,0.05,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA
RG22,1993-01-11,09:30,4.88,NA,7.3,NA,NA,NA,NA,955,NA,RG22_19930111_0930,1992,0.08,0.01,0.01,0.08,NA,NA,NA,0.08,0.4,1.04,0.11,0.002,NA,NA,NA,0.05,NA,NA,NA,26.2,28.2,-7.4,NA,NA,-2,NA,NA
RG1,1993-01-18,14:30,4.43,NA,13.9,NA,NA,NA,NA,NA,NA,RG1_19930118_1430,1992,0.01,0.005,0.005,0.03,NA,NA,NA,0.04,0.7,1.58,0.06,5e-4,0,NA,NA,0.05,NA,NA,NA,42.6,41.7,2.1,NA,NA,0.9,NA,NA
RG11,1993-01-18,14:00,4.43,NA,14.2,NA,NA,NA,NA,NA,NA,RG11_19930118_1400,1992,0.01,0.005,0.005,0.03,NA,NA,NA,0.08,0.7,0.56,0.03,0.002,NA,NA,NA,0.05,NA,NA,NA,44.8,24.4,59,NA,NA,20.4,NA,NA
RG22,1993-01-18,13:15,4.43,NA,15.1,NA,NA,NA,NA,NA,NA,RG22_19930118_1315,1992,0.02,0.005,0.005,0.07,NA,NA,NA,0.06,0.8,1.78,0.07,5e-4,NA,NA,NA,0.05,NA,NA,NA,45.1,47.3,-4.8,NA,NA,-2.2,NA,NA
RG1,1993-01-25,15:05,4.4,NA,17.6,NA,NA,NA,NA,NA,NA,RG1_19930125_1505,1992,0.03,0.01,0.01,0.1,NA,NA,NA,0.14,1.3,1.38,0.18,5e-4,0,NA,NA,0.05,NA,NA,NA,55.3,54.3,1.8,NA,NA,1,NA,NA
RG11,1993-01-25,14:10,4.43,NA,16.4,NA,NA,NA,NA,NA,NA,RG11_19930125_1410,1992,0.02,0.01,0.01,0.1,NA,NA,NA,0.13,1.2,1.28,0.08,5e-4,NA,NA,NA,0.05,NA,NA,NA,51.6,47.8,7.6,NA,NA,3.8,NA,NA
RG22,1993-01-25,09:40,4.41,NA,17.6,NA,NA,NA,NA,NA,NA,RG22_19930125_0940,1992,0.02,0.01,0.01,0.11,NA,NA,NA,0.14,1.4,1.44,0.22,5e-4,NA,NA,NA,0.05,NA,NA,NA,53.5,58.5,-8.9,NA,NA,-5,NA,NA
RG1,1993-02-01,11:10,4.4,NA,18.5,NA,NA,NA,NA,NA,NA,RG1_19930201_1110,1992,0.1,0.02,0.04,0.15,NA,NA,NA,0.24,0.9,2.72,0.25,0.002,0,NA,NA,0.05,NA,NA,NA,68.1,69.6,-2.2,NA,NA,-1.5,NA,NA
RG11,1993-02-01,10:20,4.39,NA,18.1,NA,NA,NA,NA,NA,NA,RG11_19930201_1020,1992,0.1,0.02,0.02,0.14,NA,NA,NA,0.21,0.8,2.62,0.22,0.002,NA,NA,NA,0.05,NA,NA,NA,66.5,65,2.3,NA,NA,1.5,NA,NA
RG22,1993-02-01,09:10,4.4,NA,19.8,NA,NA,NA,NA,NA,NA,RG22_19930201_0910,1992,0.1,0.02,0.02,0.16,NA,NA,NA,0.24,0.9,2.82,0.25,0.002,NA,NA,NA,0.05,NA,NA,NA,67.2,71.2,-5.8,NA,NA,-4,NA,NA
RG1,1993-02-08,11:15,4.09,NA,51.7,NA,NA,NA,NA,955,NA,RG1_19930208_1115,1992,0.3,0.05,0.11,0.11,NA,NA,NA,0.7,2.5,6.42,0.81,0.012,0,NA,NA,0.05,NA,NA,NA,147.6,178.2,-18.8,NA,NA,-30.6,NA,NA
RG11,1993-02-08,10:20,4.08,NA,59.1,NA,NA,NA,NA,955,NA,RG11_19930208_1020,1992,NA,NA,0.09,NA,NA,NA,NA,0.9,2.6,6.8,0.81,0.021,NA,NA,NA,NA,NA,NA,NA,NA,186.4,NA,NA,NA,NA,NA,NA
RG22,1993-02-08,09:30,3.85,NA,103.9,NA,NA,NA,NA,955,NA,RG22_19930208_0930,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1,1993-02-15,12:15,5.2,NA,3.9,NA,NA,NA,NA,NA,NA,RG1_19930215_1215,1992,0.02,0.005,0.01,0.06,NA,NA,NA,0.05,0.2,0.24,0.08,5e-4,0,NA,NA,0.05,NA,NA,NA,14.2,10.3,31.8,NA,NA,3.9,NA,NA
RG11,1993-02-15,11:25,5.11,NA,3.8,NA,NA,NA,NA,NA,NA,RG11_19930215_1125,1992,0.02,0.005,0.005,0.05,NA,NA,NA,0.05,0.3,0.23,0.08,0.004,NA,NA,NA,0.05,NA,NA,NA,15.1,12.2,21.2,NA,NA,2.9,NA,NA
RG22,1993-02-15,10:25,5.13,NA,4.5,NA,NA,NA,NA,NA,NA,RG22_19930215_1025,1992,0.02,0.005,0.005,0.09,NA,NA,NA,0.05,0.3,0.28,0.14,0.007,NA,NA,NA,0.05,NA,NA,NA,15.6,14.7,5.9,NA,NA,0.9,NA,NA
RG1,1993-02-22,13:45,4.73,NA,8.8,NA,NA,NA,NA,NA,NA,RG1_19930222_1345,1992,0.05,0.005,0.01,0.08,NA,NA,NA,0.07,0.4,1.02,0.17,5e-4,0,NA,NA,0.05,NA,NA,NA,30,29.5,1.7,NA,NA,0.5,NA,NA
RG11,1993-02-22,11:35,4.76,NA,8.3,NA,NA,NA,NA,NA,NA,RG11_19930222_1135,1992,0.03,0.005,0.01,0.07,NA,NA,NA,0.06,0.3,1.02,0.2,0.003,NA,NA,NA,0.05,NA,NA,NA,26.8,28.3,-5.4,NA,NA,-1.5,NA,NA
RG22,1993-02-22,10:00,4.8,NA,8.3,NA,NA,NA,NA,NA,NA,RG22_19930222_1000,1992,0.03,0.005,0.01,0.08,NA,NA,NA,0.04,0.4,1.05,0.17,0.004,NA,NA,NA,0.05,NA,NA,NA,23.7,30,-23.5,NA,NA,-6.3,NA,NA
RG1,1993-03-01,13:05,3.87,NA,59.2,NA,NA,NA,NA,NA,NA,RG1_19930301_1305,1992,0.15,0.02,0.02,0.2,NA,NA,NA,0.25,3.5,5.12,0.27,0.002,0,NA,NA,0.05,NA,NA,NA,167.9,162.8,3.1,NA,NA,5.1,NA,NA
RG11,1993-03-01,12:20,3.88,NA,136.6,NA,NA,NA,NA,NA,NA,RG11_19930301_1220,1992,0.04,0.02,0.02,0.18,NA,NA,NA,0.21,3.2,5.13,0.21,0.004,NA,NA,NA,0.05,NA,NA,NA,156.3,155.1,0.8,NA,NA,1.2,NA,NA
RG22,1993-03-01,10:35,3.82,NA,122.1,NA,NA,NA,NA,955,NA,RG22_19930301_1035,1992,NA,NA,0.03,0.65,NA,NA,NA,0.29,4.8,5.28,0.67,0.003,NA,NA,NA,0.1,NA,NA,NA,NA,203.7,NA,NA,NA,NA,NA,NA
RG1,1993-03-08,11:05,4.27,NA,24.2,NA,NA,NA,NA,NA,NA,RG1_19930308_1105,1992,0.08,0.03,0.05,0.27,NA,NA,NA,0.18,2,1.52,0.46,0.005,0,NA,NA,0.05,NA,NA,NA,84,79,6.1,NA,NA,5,NA,NA
RG11,1993-03-08,10:25,4.29,NA,20.3,NA,NA,NA,NA,NA,NA,RG11_19930308_1025,1992,0.16,0.03,0.06,0.26,NA,NA,NA,0.13,1.6,1.31,0.43,0.006,NA,NA,NA,0.1,NA,NA,NA,82.6,66.5,21.6,NA,NA,16.1,NA,NA
RG22,1993-03-08,09:50,4.05,NA,46.1,NA,NA,NA,NA,955,NA,RG22_19930308_0950,1992,0.13,0.06,0.05,0.89,NA,NA,NA,0.31,4.4,2.4,1.43,0.012,NA,NA,NA,0.3,NA,NA,NA,157.7,170.5,-7.8,NA,NA,-12.8,NA,NA
RG1,1993-03-15,10:00,4.22,NA,24.3,NA,NA,NA,NA,NA,NA,RG1_19930315_1000,1992,0.06,0.04,0.02,0.32,NA,NA,NA,0.2,1.2,2.72,0.6,0.006,0,NA,NA,0.05,NA,NA,NA,92.9,85.7,8.1,NA,NA,7.2,NA,NA
RG11,1993-03-15,08:40,4.03,NA,33.8,NA,NA,NA,NA,NA,NA,RG11_19930315_0840,1992,0.07,0.06,0.03,0.49,NA,NA,NA,0.24,1.9,3.55,0.89,0.003,NA,NA,NA,0.05,NA,NA,NA,138,121.8,12.5,NA,NA,16.2,NA,NA
RG22,1993-03-15,07:55,4.11,NA,31.6,NA,NA,NA,NA,NA,NA,RG22_19930315_0755,1992,0.08,0.07,0.03,0.59,NA,NA,NA,0.02,1.6,3.62,1.06,0.003,NA,NA,NA,0.05,NA,NA,NA,114.9,121.5,-5.6,NA,NA,-6.6,NA,NA
RG1,1993-03-22,12:20,4.2,NA,24.9,NA,NA,NA,NA,NA,NA,RG1_19930322_1220,1992,0.05,0.02,0.02,0.14,NA,NA,NA,0.13,1.6,2.28,0.18,0.002,0,NA,NA,0.05,NA,NA,NA,81.9,75.1,8.7,NA,NA,6.8,NA,NA
RG11,1993-03-22,11:35,4.2,NA,24,NA,NA,NA,NA,NA,NA,RG11_19930322_1135,1992,0.05,0.02,0.02,0.14,NA,NA,NA,0.16,1.7,2.12,0.16,0.003,NA,NA,NA,0.05,NA,NA,NA,83.6,74,12.2,NA,NA,9.6,NA,NA
RG22,1993-03-22,10:40,4.11,NA,28.8,NA,NA,NA,NA,NA,NA,RG22_19930322_1040,1992,0.05,0.02,0.01,0.17,NA,NA,NA,0.11,1.7,2.84,0.23,0.002,NA,NA,NA,0.05,NA,NA,NA,95.5,87.6,8.6,NA,NA,7.9,NA,NA
RG1,1993-03-30,13:20,4.74,NA,7,NA,NA,NA,NA,NA,NA,RG1_19930330_1320,1992,0.05,0.005,0.01,0.02,NA,NA,NA,0.05,0.4,0.7,0.05,0.003,0,NA,NA,0.05,NA,NA,NA,25.9,21,20.9,NA,NA,4.9,NA,NA
RG11,1993-03-30,13:05,4.78,NA,6.8,NA,NA,NA,NA,NA,NA,RG11_19930330_1305,1992,0.04,0.005,0.01,0.02,NA,NA,NA,0.03,0.5,0.62,0.03,0.004,NA,NA,NA,0.05,NA,NA,NA,22.6,21.2,6.4,NA,NA,1.4,NA,NA
RG22,1993-03-30,14:20,4.77,NA,12.5,NA,NA,NA,NA,NA,NA,RG22_19930330_1420,1992,0.05,0.01,0.01,0.03,NA,NA,NA,0.07,0.6,1.66,0.07,0.002,NA,NA,NA,0.05,NA,NA,NA,25.7,41.2,-46.3,NA,NA,-15.5,NA,NA
RG1,1993-04-05,10:30,4.6,NA,10.6,NA,NA,NA,NA,NA,NA,RG1_19930405_1030,1992,0.06,0.005,0.02,0.06,NA,NA,NA,0.12,0.9,0.76,0.08,0.013,0,NA,NA,0.05,NA,NA,NA,39.1,33.2,16.3,NA,NA,5.9,NA,NA
RG11,1993-04-05,10:00,4.61,NA,9.9,NA,NA,NA,NA,NA,NA,RG11_19930405_1000,1992,0.06,0.005,0.01,0.04,NA,NA,NA,0.11,0.8,0.7,0.04,0.003,NA,NA,NA,0.05,NA,NA,NA,36.9,29,24,NA,NA,7.9,NA,NA
RG22,1993-04-05,08:55,4.59,NA,12.1,NA,NA,NA,NA,NA,NA,RG22_19930405_0855,1992,0.06,0.005,0.02,0.06,NA,NA,NA,0.15,1,0.9,0.11,0.003,NA,NA,NA,0.05,NA,NA,NA,40.5,38.4,5.3,NA,NA,2.1,NA,NA
RG1,1993-04-12,08:00,4.74,NA,7.7,NA,NA,NA,NA,NA,NA,RG1_19930412_0800,1992,0.04,0.04,0.02,0.34,NA,NA,NA,0.02,0.6,0.44,0.58,0.003,0,NA,NA,0.05,NA,NA,NA,40.7,35.9,12.5,NA,NA,4.8,NA,NA
RG11,1993-04-12,07:30,4.64,NA,8,NA,NA,NA,NA,NA,NA,RG11_19930412_0730,1992,0.04,0.05,0.02,0.4,NA,NA,NA,0.03,0.06,0.44,0.65,0.002,NA,NA,NA,0.05,NA,NA,NA,49.4,26.7,59.7,NA,NA,22.7,NA,NA
RG22,1993-04-12,06:40,4.73,NA,8.3,NA,NA,NA,NA,NA,NA,RG22_19930412_0640,1992,0.06,0.05,0.02,0.37,NA,NA,NA,0.03,0.7,0.49,0.63,0.005,NA,NA,NA,0.05,NA,NA,NA,44,40.2,9,NA,NA,3.8,NA,NA
RG1,1993-04-19,10:00,4.24,NA,23.5,NA,NA,NA,NA,NA,NA,RG1_19930419_1000,1992,0.05,0.05,0.03,0.41,NA,NA,NA,0.22,2.4,1.17,0.66,0.003,0,NA,NA,0.05,NA,NA,NA,95.8,87.4,9.2,NA,NA,8.4,NA,NA
RG11,1993-04-19,09:15,4.29,NA,22.2,NA,NA,NA,NA,NA,NA,RG11_19930419_0915,1992,0.05,0.05,0.03,0.38,NA,NA,NA,0.17,2.2,1.11,0.62,0.003,NA,NA,NA,0.05,NA,NA,NA,85.5,81.1,5.3,NA,NA,4.4,NA,NA
RG22,1993-04-19,08:35,4.24,NA,26.1,NA,NA,NA,NA,NA,NA,RG22_19930419_0835,1992,0.07,0.06,0.04,0.5,NA,NA,NA,0.18,0.25,1.33,0.82,0.008,NA,NA,NA,0.05,NA,NA,NA,98.7,49.7,66,NA,NA,49,NA,NA
RG1,1993-04-27,07:10,4.5,NA,15.7,NA,NA,NA,NA,970,NA,RG1_19930427_0710,1992,0.17,0.03,0.15,0.09,NA,NA,NA,0.52,1.6,1.45,0.19,0.12,0,NA,NA,0.05,NA,NA,NA,80,62,25.4,NA,NA,18,NA,NA
RG11,1993-04-27,07:00,4.42,NA,16.5,NA,NA,NA,NA,NA,NA,RG11_19930427_0700,1992,0.16,0.03,0.04,0.08,NA,NA,NA,0.16,1.5,1.38,0.13,0.011,NA,NA,NA,0.05,NA,NA,NA,62.7,57.1,9.3,NA,NA,5.6,NA,NA
RG22,1993-04-27,08:00,4.36,NA,20.3,NA,NA,NA,NA,NA,NA,RG22_19930427_0800,1992,0.17,0.03,0.04,0.12,NA,NA,NA,0.22,1.9,1.8,0.15,0.01,NA,NA,NA,0.05,NA,NA,NA,73,72.7,0.4,NA,NA,0.3,NA,NA
RG1,1993-05-10,09:35,4.55,NA,11.2,NA,NA,NA,NA,NA,NA,RG1_19930510_0935,1992,0.07,0.04,0.2,0.1,NA,NA,NA,0.34,0.9,1.29,0.27,0.051,0,NA,NA,0.1,NA,NA,NA,64.1,47.1,30.6,NA,NA,17,NA,NA
RG11,1993-05-10,10:15,4.58,NA,10.6,NA,NA,NA,NA,NA,NA,RG11_19930510_1015,1992,0.11,0.04,0.27,0.1,NA,NA,NA,0.52,1,1.35,0.23,0.19,NA,NA,NA,0.05,NA,NA,NA,76,49,43.2,NA,NA,27,NA,NA
RG22,1993-05-10,08:00,4.3,NA,15.8,NA,NA,NA,NA,NA,NA,RG22_19930510_0800,1992,0.07,0.03,0.11,0.15,NA,NA,NA,0.09,0.09,1.44,0.27,0.052,NA,NA,NA,0.05,NA,NA,NA,70.4,32.7,73.1,NA,NA,37.7,NA,NA
